chr1	207648395	207658395
chr1	207674307	207697049
chr1	207779968	207811730
chr2	127821533	127831533
chr2	127834474	127900487
chr2	234063476	234073476
chr5	88218420	88228420
chr6	32378256	32400036
chr6	32504333	32525642
chr6	32545322	32595234
chr6	32601885	32617397
chr6	32634836	32687429
chr6	47357439	47367439
chr6	47374843	47401116
chr6	47416188	47520811
chr6	47523764	47533764
chr6	47537864	47603125
chr6	47613171	47638098
chr7	37836534	37849263
chr7	99966313	99976834
chr7	99985364	99995364
chr7	99999446	100009446
chr7	100074857	100084857
chr7	100086795	100096795
chr7	143094107	143137183
chr8	27190121	27200121
chr8	27203126	27235637
chr8	27263168	27273168
chr8	27314847	27324847
chr8	27325096	27335813
chr8	27417740	27435506
chr8	27436521	27494959
chr11	47375340	47385340
chr11	47414663	47454072
chr11	47456783	47466783
chr11	47504137	47514137
chr11	47525024	47535024
chr11	47552871	47562871
chr11	59851028	60038371
